Company Name,Location,Industry,Company Size,Website,Headquarter,Linked In URL,Type,Latitude,Longitude,Country,Overview,Founded
Horse South Australia,"82 Onkaparinga Valley Rd, Woodside, South Australia 5244, AU",non-profit,2-10 employees,https://www.horsesa.asn.au/,"Woodside, South Australia",https://www.linkedin.com/company/horse-south-australia/,Nonprofit,153.374349,-27.869739,AU,"Working with and for horse owners in South Australia through advocacy, communication and education.",1999
Thai Australia Network Inc.,"Melbourne, VIC 3000, AU",non-profit,11-50 employees,http://www.thaiaustralia.net,"Melbourne, VIC",https://www.linkedin.com/company/taninc/,Nonprofit,151.198098,-33.901541,AU,"The Thai Australian Network (TAN) was originally created as a means to bring business professionals and owners together to network, connect and become friends. Using the facilitation of person to person connections to create a strong basis for bilateral trade between Australia and Thailand. Through this, TAN continued to grow as an organisation, using its core focus and vision to create long lasting, sustainable friendships and networks within the organisation's activities and events. This led TAN to undertake a development and become a private non-profit organisation in 2017, announcing its formation into a fully-fledged association. This underlining vision was strengthened through the strong support of the inaugural TAN Board as well as The Royal Thai Consulate General and TAN Chairperson, Dr Simon Wallace. Allowing TAN to continue to aim and focus on creating an environment in which business opportunities will arise through friendships and networking. Providing its members with a range of networking events and social services based in both Thailand and Australia. TAN's aim in 2020 is to continue to build upon its past successes and reputation with events and activities that will appeal to a broader audience of  professionals and organisations.",2012
Australian Poetry,"176 Little Lonsdale Street, Level 3, The Wheeler Centre, MELBOURNE, VIC 3000, AU",non-profit,2-10 employees,https://www.australianpoetry.org/,"MELBOURNE, VIC",https://www.linkedin.com/company/auspoetry/,Nonprofit,153.336163,-27.842635,AU,"Australian Poetry is the national body, interconnecting and supporting a flourishing community of Australian poets, enhancing and promoting their work, engaging directly with readers, lovers and potential admirers of Australian poetry.We offer an extraordinary nation-wide calendar of events through high profile artistic activities, connecting poets with audiences across all major literary festivals in all states and territories including: LIVE, PUBLICATIONS and DIGITAL. We also offer accessible, affordable professional development activities which cater to all practitioners no matter what their vocational level, ability, cultural background or geographical location. Australian Poetry was formed in 2011 when two former poetry organisations, based in New South Wales and Victoria, merged to create the first national poetry body. Based at the Centre for Writing & Ideas, The Wheeler Centre, Melbourne, Australian Poetry acknowledges the critical funding support received from the Australia Council for the Arts and Creative Victoria.",2018
Assyrian Aid Society of Australia,"3/25 Barbara St, Fairfield, New South Wales 2165, AU",non-profit,11-50 employees,https://assyrianaidsociety.org/,"Fairfield, New South Wales",https://www.linkedin.com/company/assyrian-aid-society-australia/,Nonprofit,138.536173,-34.888358,AU,"Assyrian Aid Society Australia is a charitable Non-for-profit relief aid organisation that helps Assyrians, Chaldeans & Syriacs who are internally displaced in the Middle East.",null
Children's Book Council of Australia NSW Branch Inc,"Callan Park, Balmain Road, Lillyfield, NSW 2040, AU",non-profit,11-50 employees,https://www.cbcansw.org.au/,"Lillyfield, NSW",https://www.linkedin.com/company/cbca-nsw-branch/,Nonprofit,151.209421,-33.868633,AU,Literature | Children | Professional Development | Education,null
Medical Oncology Group of Australia (MOGA),"149 Macquarie St, Level 7, Sydney, New South Wales 2000, AU",non-profit,2-10 employees,http://www.moga.org.au,"Sydney, New South Wales",https://www.linkedin.com/company/mogaorg/,Nonprofit,151.212321,-33.864901,AU,"The Medical Oncology Group of Australia Incorporated (MOGA) is the national, professional organisation for medical oncologists and the profession in Australia. The Association works closely with Government, health organisations, affiliated international associations and societies, industry and learned Colleges to improve and develop the profession of medical oncology and the management of cancer both nationally and globally. MOGA is a Specialty Society of the Royal Australasian College of Physicians and maintains strong strategic alliances, working in close collaboration with many professional organisations and agencies in Australia and overseas such the American Society for Clinical Oncology, American Association for Cancer Research, European Society for Medical Oncology, Australian National Clinical Trials Groups, Cancer Council of Australia and the Cancer Australia.",1992
AIOP WA - Australian Institute Of Office Professionals - WA Division,"198 Labouchere Road , Perth , Western Australia  6000, AU",non-profit,11-50 employees,https://www.aiop.com.au/about/,"Perth , Western Australia",https://www.linkedin.com/company/australian-institute-of-office-professionals-wa-division/,Nonprofit,115.81882,-31.980068,AU,"The Australian Institute of Office Professionals is the only national professional body for office professionals in Australia.Office Professionals are people employed to carry out an administrative role in a professional capacity and can include a broad range of roles in all aspects of a business such as Managers, Team Leaders, Project Officers, Executive/Personal Assistants, Administrative Support Officers etc.The WA Division actively supports office professionals through membership, networking, education, professional developed and promoting excellence.",null
Australian Prostate Cancer,"60 Woodville Rd, Woodville, South Australia 5011, AU",non-profit, ,https://www.ausprostatecancer.com.au/, ,https://www.linkedin.com/company/australian-prostate-cancer/, ,153.061009,-27.586204,AU,"Prostate cancer is the most commonly diagnosed form of cancer in Australia with 1 in 5 men at risk of developing prostate cancer in their lifetime.In 2012 more than 20,060 new cases of prostate cancer were diagnosed in Australia and more than 3,110 men died from the disease. Each year prostate cancer claims more men's lives in this country than breast cancer does in women.Australian Prostate Cancer (APC) was established to assist with the funding of vital medical research into the detection and treatment of prostate cancer, as well as preventing the metastatic spread of the disease.APC funds clinical and laboratory based research conducted at the Basil Hetzel Institute for Translational Health Research and The Queen Elizabeth Hospital in South Australia.Australian Prostate Cancer is part of The Hospital Research Foundation Group.",null
Animal Patrons Australia,"Melbourne,   AU",non-profit,2-10 employees,https://www.animalpatrons.org, ,https://www.linkedin.com/company/animal-patrons-australia/,Nonprofit,151.209421,-33.868633,AU, ,null
Little Paths Australia,"1/22 Peacock Place, Gold Coast, QLD 4220, AU",non-profit,2-10 employees,http://www.littlepaths.org.au,"Gold Coast, QLD",https://www.linkedin.com/company/little-paths-australia/,Nonprofit,153.026164,-27.469309,AU,"Little Paths Australia is dedicated to breaking the cycle of poverty per family in Mwanza, Tanzania by providing the opportunity of consistent and ongoing educational support to children in Mwanza, Tanzania. Our aim is to create strong families by providing school scholarships for the children's entire secondary school journey, as well as providing tools that foster strength in families by providing ongoing and specific support to ensure their own future successes.",null
