Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Country
Trainers Australia,"Perth, WA 6000, AU","We develop our trainers through one-on-one coaching and group sessions to learn about how to turn their knowledge of training into a profitable business with higher client sign-ups, client retention, and actual results.",403737895,Education Management,2-10 employees,https://trainerswa.com.au,"Perth, WA",Public Company,null,https://www.linkedin.com/company/trainers-australia/,"290 Orchard Rd, #04-12 Paragon, Singapore 238859",1.3038339,103.8354191,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian School of Accounting,"97 Grafton St, Level 2, Suite 9-11, Bondi Junction, New South Wales 2022, AU","ASA prepare the accounting and finance professionals of the future with the passion, demonstrated capabilities and transferable skills to continue lifelonglearning",1300 672 076,Education Management,2-10 employees,https://asahe.edu.au/,"Bondi Junction, New South Wales",Educational Institution,null,https://www.linkedin.com/company/asa-australian-school-of-accounting/,"Suites, 9-11, Level/2 97 Grafton St, Bondi Junction NSW 2022, Australia",-33.8913235,151.2485883,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Workplace Training Association,"Sydney, NSW 2000, AU","Australian Workplace Training Association (AWTA) is a Registered Training Organisation providing professional education and training services to students in the Business, Community and Construction sectors. We provide quality education & training to up-skill the capabilities of our students enabling them to improve their skills and education levels and thus increasing their ability to progress in their career.The Directors of AWTA have a combined industry experience of 22 years in the Education and Training environment. We have a genuine commitment to understanding and supporting clients by building mutually beneficial relationships. Our specialised approach allows us to be dedicated to each client request and to each student’s needs. We work with our students to improve their skills and education levels allowing them to progress in their careers and to gain meaningful employment. We partner with our clients to train and develop their workforces to develop their skills and build life long careers. AWTA’s contribution brings positive outcomes and changes to our students.",null,Education Management,2-10 employees,http://www.awta.edu.au,"Sydney, NSW",Educational Institution,null,https://www.linkedin.com/company/australianworkplacetrainingassociation/,"null, Sydney, NSW, 2000, AU",-33.84907,151.13834,Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Australian Accent and Pronunciation Pty Ltd,"Glen Iris Rd, Glen Iris, Victoria 3146, AU","AAAP specialises in teaching English Pronunciation and Workplace English Language skills to people who speak English as a Second Language. Our teaching: Enables and motivates our clients to speak English more clearly, confidently and appropriately in study, work and social environments. Improves our clients'​ ability to listen to and understand spoken English.AAAP has provided English Pronunciation and Professional Readiness Courses to International Students since 2008. Our clients have included: International Undergraduate and Postgraduate students Academic staff Medical professionals and paraprofessionals Professionals seeking employment and/or career advancement",null,Higher Education,null,http://www.speakingenglish.com.au,"Glen Iris, Victoria",null,null,https://www.linkedin.com/company/australian-accent-and-pronunciation-pty-ltd/,"Glen Iris Rd, Glen Iris, Victoria, 3146, AU",-37.803425,145.01105,Glen Iris,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
SkillNet Australia,null,null,null,Education Management,null,http://skillnetaustralia.com.au,"Lakemba, New South Wales",null,null,https://www.linkedin.com/company/skillnet-australia/,"5/183 Lakemba St, Lakemba NSW 2195, Australia",-33.9174351,151.0762723,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australia Street Infants School,null,null,null,Education Managment,null,http://australiastreetschool.com,null,null,null,https://www.linkedin.com/company/australia-street-infants-school/,"229 Australia St, Newtown NSW 2042, Australia",-33.8956124,151.1778751,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Justudy Australia,"Unit 6/442 Beaufort Street, Highgate - Perth, WA 6003, AU",L'​ agenzia JUSTUDY offre un servizio completamente GRATUITO a tutti coloro che vogliono intraprendere un percorso di studi in Australia. Studiare lavorare e vivere in Australia non e'​ mai stato così facile.,null,Education Management,2-10 employees,http://www.justudyaustralia.com,"Highgate - Perth, WA",Privately Held,null,https://www.linkedin.com/company/justudy-australia/,"Unit 6/442 Beaufort Street, Highgate - Perth, WA, 6003, AU",-31.939821,115.8162,Highgate - Perth,Perth Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Farmsafe Australia Inc,null,null,null,Education Managment,null,null,null,null,null,https://www.linkedin.com/company/farmsafe-australia-inc/,"5 Greenbah Rd, Moree NSW 2400, Australia",-29.4623745,149.8292222,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Australian Dance institute,"1051 Pacific Hwy, Sydney, New South Wales  AU","ADi delivers nationally recognised VET qualifications in dance and dance teaching in classical ballet, jazz, tap and contemporary dance. These qualifications develop strong dance and academic skills to pursue a career in dance or dance teaching. As a leader in the field ADi is ensuring a strong future for dancers seeking high-quality education in the performing arts.",null,Education Management,11-50 employees,http://australiandanceinstitute.com.au/,"Sydney, New South Wales",Educational Institution,null,https://www.linkedin.com/company/australian-dance-institute/,"1051 Pacific Hwy, Sydney, New South Wales, null, AU",-25.574999,134.3547,Sydney,Unit 4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
University of Notre Dame Club Australia,"Perth, Western Australia 6000, AU","The Notre Dame Club of Australia is an officially sanctioned organization of the University of Notre Dame.  Its purpose is to promote solidarity and friendship among graduates, alumni and former students, current students, friends  and parents of current and former students of the University of Notre Dame by encouraging the perpetuation of the ideals which Notre Dame men and women have been taught to uphold while students at the University.Further, the purpose of the club is to sponsor, direct and participate in activities which further the interests of the club members or the interests of the University of Notre Dame, including charitable, educational, religious, social and athletic activities.",null,Education Management,"10,001+ employees",http://perth.undclub.org/s/1210/clubs-classes/2col-grid4.aspx?sid=1210&gid=292&pgid=61,"Perth, Western Australia",Educational Institution,null,https://www.linkedin.com/company/university-of-notre-dame-australia-club-perth-chapter/,"100 Eck Center, Notre Dame, IN 46556, United States",41.6965476,-86.2392184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
